date,warehouse_id,region,total_orders,delivered_orders,cancelled_orders,shipped_orders,delivery_rate_pct,cancellation_rate_pct,shipment_rate_pct
2025-03-03,WH-CHE,West,15,6,1,2,40.0,6.67,13.33
2025-03-03,WH-DEL,Central,28,6,3,13,21.43,10.71,46.43
2025-03-03,WH-DEL,East,18,4,2,4,22.22,11.11,22.22
2025-03-03,WH-DEL,North,21,4,3,2,19.05,14.29,9.52
2025-03-03,WH-DEL,South,19,5,2,3,26.32,10.53,15.79
2025-03-03,WH-DEL,West,27,6,9,3,22.22,33.33,11.11
2025-03-03,WH-HYD,Central,9,3,3,2,33.33,33.33,22.22
2025-03-03,WH-HYD,East,24,7,4,3,29.17,16.67,12.5
2025-03-03,WH-HYD,North,14,2,5,3,14.29,35.71,21.43
2025-03-03,WH-HYD,South,14,4,4,4,28.57,28.57,28.57
2025-03-03,WH-HYD,West,16,4,2,3,25.0,12.5,18.75
2025-03-03,WH-MUM,Central,20,1,4,5,5.0,20.0,25.0
2025-03-03,WH-MUM,East,11,2,0,6,18.18,0.0,54.55
2025-03-03,WH-MUM,North,15,3,2,2,20.0,13.33,13.33
2025-03-03,WH-MUM,South,15,0,1,2,0.0,6.67,13.33
2025-03-03,WH-MUM,West,19,4,3,7,21.05,15.79,36.84
2025-03-04,WH-BLR,Central,10,3,2,1,30.0,20.0,10.0
2025-03-04,WH-BLR,East,21,4,5,5,19.05,23.81,23.81
2025-03-04,WH-BLR,North,13,2,3,0,15.38,23.08,0.0
2025-03-04,WH-BLR,South,14,4,0,7,28.57,0.0,50.0
2025-03-04,WH-BLR,West,13,4,2,3,30.77,15.38,23.08
2025-03-04,WH-CHE,Central,17,4,3,3,23.53,17.65,17.65
2025-03-04,WH-CHE,East,16,0,4,5,0.0,25.0,31.25
2025-03-04,WH-CHE,North,17,4,1,8,23.53,5.88,47.06
2025-03-04,WH-CHE,South,24,9,2,2,37.5,8.33,8.33
2025-03-04,WH-CHE,West,19,2,3,8,10.53,15.79,42.11
2025-03-04,WH-DEL,Central,16,3,5,2,18.75,31.25,12.5
2025-03-04,WH-DEL,East,14,2,4,4,14.29,28.57,28.57
2025-03-04,WH-DEL,North,20,2,6,3,10.0,30.0,15.0
2025-03-04,WH-DEL,South,15,4,3,3,26.67,20.0,20.0
2025-03-04,WH-DEL,West,10,0,1,1,0.0,10.0,10.0
2025-03-04,WH-HYD,Central,14,0,3,4,0.0,21.43,28.57
2025-03-04,WH-HYD,East,21,4,4,4,19.05,19.05,19.05
2025-03-04,WH-HYD,North,15,2,6,4,13.33,40.0,26.67
2025-03-04,WH-HYD,South,17,6,3,2,35.29,17.65,11.76
2025-03-04,WH-HYD,West,18,4,5,3,22.22,27.78,16.67
2025-03-04,WH-MUM,Central,24,7,3,3,29.17,12.5,12.5
2025-03-04,WH-MUM,East,24,6,5,4,25.0,20.83,16.67
2025-03-04,WH-MUM,North,20,5,2,5,25.0,10.0,25.0
2025-03-04,WH-MUM,South,21,3,4,6,14.29,19.05,28.57
2025-03-04,WH-MUM,West,13,2,4,4,15.38,30.77,30.77
2025-03-05,WH-BLR,Central,16,4,1,2,25.0,6.25,12.5
2025-03-05,WH-BLR,East,14,3,2,3,21.43,14.29,21.43
2025-03-05,WH-BLR,North,13,1,4,4,7.69,30.77,30.77
2025-03-05,WH-BLR,South,19,7,5,0,36.84,26.32,0.0
2025-03-05,WH-BLR,West,21,2,4,2,9.52,19.05,9.52
2025-03-05,WH-CHE,Central,12,4,0,3,33.33,0.0,25.0
2025-03-05,WH-CHE,East,20,4,8,1,20.0,40.0,5.0
2025-03-05,WH-CHE,North,20,10,3,3,50.0,15.0,15.0
2025-03-05,WH-CHE,South,22,5,7,4,22.73,31.82,18.18
2025-03-05,WH-CHE,West,15,0,2,6,0.0,13.33,40.0
2025-03-05,WH-DEL,Central,23,6,6,4,26.09,26.09,17.39
2025-03-05,WH-DEL,East,16,4,0,3,25.0,0.0,18.75
2025-03-05,WH-DEL,North,20,3,6,3,15.0,30.0,15.0
2025-03-05,WH-DEL,South,23,2,3,9,8.7,13.04,39.13
2025-03-05,WH-DEL,West,20,5,2,5,25.0,10.0,25.0
2025-03-05,WH-HYD,Central,32,10,5,9,31.25,15.63,28.13
2025-03-05,WH-HYD,East,16,3,1,6,18.75,6.25,37.5
2025-03-05,WH-HYD,North,17,6,3,1,35.29,17.65,5.88
2025-03-05,WH-HYD,South,24,5,3,4,20.83,12.5,16.67
2025-03-05,WH-HYD,West,17,2,4,1,11.76,23.53,5.88
2025-03-05,WH-MUM,Central,18,5,1,3,27.78,5.56,16.67
2025-03-05,WH-MUM,East,22,5,3,5,22.73,13.64,22.73
2025-03-05,WH-MUM,North,24,2,6,6,8.33,25.0,25.0
2025-03-05,WH-MUM,South,11,3,0,3,27.27,0.0,27.27
2025-03-05,WH-MUM,West,23,4,5,2,17.39,21.74,8.7
2025-03-06,WH-BLR,Central,14,4,3,2,28.57,21.43,14.29
2025-03-06,WH-BLR,East,15,1,3,4,6.67,20.0,26.67
2025-03-06,WH-BLR,North,14,5,4,1,35.71,28.57,7.14
2025-03-06,WH-BLR,South,20,1,5,6,5.0,25.0,30.0
2025-03-06,WH-BLR,West,24,2,4,4,8.33,16.67,16.67
2025-03-06,WH-CHE,Central,17,2,5,2,11.76,29.41,11.76
2025-03-06,WH-CHE,East,17,2,5,3,11.76,29.41,17.65
2025-03-06,WH-CHE,North,15,1,1,2,6.67,6.67,13.33
2025-03-06,WH-CHE,South,21,3,2,4,14.29,9.52,19.05
2025-03-06,WH-CHE,West,17,4,3,2,23.53,17.65,11.76
2025-03-06,WH-DEL,Central,22,3,7,3,13.64,31.82,13.64
2025-03-06,WH-DEL,East,15,5,2,1,33.33,13.33,6.67
2025-03-06,WH-DEL,North,17,2,6,2,11.76,35.29,11.76
2025-03-06,WH-DEL,South,16,3,2,7,18.75,12.5,43.75
2025-03-06,WH-DEL,West,16,3,3,2,18.75,18.75,12.5
2025-03-06,WH-HYD,Central,20,6,3,2,30.0,15.0,10.0
2025-03-06,WH-HYD,East,21,7,3,3,33.33,14.29,14.29
2025-03-06,WH-HYD,North,21,4,0,5,19.05,0.0,23.81
2025-03-06,WH-HYD,South,18,5,1,6,27.78,5.56,33.33
2025-03-06,WH-HYD,West,22,4,5,3,18.18,22.73,13.64
2025-03-06,WH-MUM,Central,22,4,2,7,18.18,9.09,31.82
2025-03-06,WH-MUM,East,25,10,3,4,40.0,12.0,16.0
2025-03-06,WH-MUM,North,25,7,6,4,28.0,24.0,16.0
2025-03-06,WH-MUM,South,19,3,2,3,15.79,10.53,15.79
2025-03-06,WH-MUM,West,23,5,5,6,21.74,21.74,26.09
2025-03-07,WH-BLR,Central,21,5,5,4,23.81,23.81,19.05
2025-03-07,WH-BLR,East,19,6,5,3,31.58,26.32,15.79
2025-03-07,WH-BLR,North,17,5,4,3,29.41,23.53,17.65
2025-03-07,WH-BLR,South,21,3,9,2,14.29,42.86,9.52
2025-03-07,WH-BLR,West,16,3,3,5,18.75,18.75,31.25
2025-03-07,WH-CHE,Central,23,8,3,4,34.78,13.04,17.39
2025-03-07,WH-CHE,East,13,2,3,4,15.38,23.08,30.77
2025-03-07,WH-CHE,North,20,4,7,4,20.0,35.0,20.0
2025-03-07,WH-CHE,South,21,5,4,5,23.81,19.05,23.81
2025-03-07,WH-CHE,West,20,1,7,4,5.0,35.0,20.0
2025-03-07,WH-DEL,Central,14,5,3,1,35.71,21.43,7.14
2025-03-07,WH-DEL,East,20,1,4,6,5.0,20.0,30.0
2025-03-07,WH-DEL,North,23,4,5,3,17.39,21.74,13.04
2025-03-07,WH-DEL,South,15,6,3,2,40.0,20.0,13.33
2025-03-07,WH-DEL,West,23,3,8,4,13.04,34.78,17.39
2025-03-07,WH-HYD,Central,19,3,4,7,15.79,21.05,36.84
2025-03-07,WH-HYD,East,23,5,7,5,21.74,30.43,21.74
2025-03-07,WH-HYD,North,18,2,3,4,11.11,16.67,22.22
2025-03-07,WH-HYD,South,20,7,5,1,35.0,25.0,5.0
2025-03-07,WH-HYD,West,16,6,2,3,37.5,12.5,18.75
2025-03-07,WH-MUM,Central,18,4,3,7,22.22,16.67,38.89
2025-03-07,WH-MUM,East,17,3,4,3,17.65,23.53,17.65
2025-03-07,WH-MUM,North,22,5,3,5,22.73,13.64,22.73
2025-03-07,WH-MUM,South,20,4,4,4,20.0,20.0,20.0
2025-03-07,WH-MUM,West,18,4,2,1,22.22,11.11,5.56
2025-03-08,WH-BLR,Central,19,7,3,6,36.84,15.79,31.58
2025-03-08,WH-BLR,East,15,2,4,2,13.33,26.67,13.33
2025-03-08,WH-BLR,North,23,1,5,8,4.35,21.74,34.78
2025-03-08,WH-BLR,South,19,4,1,5,21.05,5.26,26.32
2025-03-08,WH-BLR,West,19,3,4,3,15.79,21.05,15.79
2025-03-08,WH-CHE,Central,13,1,4,3,7.69,30.77,23.08
2025-03-08,WH-CHE,East,19,5,6,5,26.32,31.58,26.32
2025-03-08,WH-CHE,North,14,3,0,6,21.43,0.0,42.86
2025-03-08,WH-CHE,South,22,4,4,8,18.18,18.18,36.36
2025-03-08,WH-CHE,West,20,2,6,3,10.0,30.0,15.0
2025-03-08,WH-DEL,Central,22,6,6,3,27.27,27.27,13.64
2025-03-08,WH-DEL,East,18,3,7,3,16.67,38.89,16.67
2025-03-08,WH-DEL,North,23,3,4,4,13.04,17.39,17.39
2025-03-08,WH-DEL,South,15,3,1,1,20.0,6.67,6.67
2025-03-08,WH-DEL,West,12,2,3,0,16.67,25.0,0.0
2025-03-08,WH-HYD,Central,18,4,3,2,22.22,16.67,11.11
2025-03-08,WH-HYD,East,22,4,3,5,18.18,13.64,22.73
2025-03-08,WH-HYD,North,15,3,5,1,20.0,33.33,6.67
2025-03-08,WH-HYD,South,16,1,5,0,6.25,31.25,0.0
2025-03-08,WH-HYD,West,27,9,6,5,33.33,22.22,18.52
2025-03-08,WH-MUM,Central,24,5,4,7,20.83,16.67,29.17
2025-03-08,WH-MUM,East,13,1,2,2,7.69,15.38,15.38
2025-03-08,WH-MUM,North,26,5,6,4,19.23,23.08,15.38
2025-03-08,WH-MUM,South,18,2,3,5,11.11,16.67,27.78
2025-03-08,WH-MUM,West,21,8,3,2,38.1,14.29,9.52
2025-03-09,WH-BLR,Central,20,5,3,5,25.0,15.0,25.0
2025-03-09,WH-BLR,East,18,3,2,2,16.67,11.11,11.11
2025-03-09,WH-BLR,North,22,4,7,3,18.18,31.82,13.64
2025-03-09,WH-BLR,South,13,4,0,4,30.77,0.0,30.77
2025-03-09,WH-BLR,West,16,4,4,3,25.0,25.0,18.75
2025-03-09,WH-CHE,Central,18,2,2,2,11.11,11.11,11.11
2025-03-09,WH-CHE,East,11,3,3,3,27.27,27.27,27.27
2025-03-09,WH-CHE,North,18,4,4,3,22.22,22.22,16.67
2025-03-09,WH-CHE,South,19,3,4,2,15.79,21.05,10.53
2025-03-09,WH-CHE,West,22,4,3,5,18.18,13.64,22.73
2025-03-09,WH-DEL,Central,20,2,2,6,10.0,10.0,30.0
2025-03-09,WH-DEL,East,21,3,5,4,14.29,23.81,19.05
2025-03-09,WH-DEL,North,19,4,3,4,21.05,15.79,21.05
2025-03-09,WH-DEL,South,22,8,0,4,36.36,0.0,18.18
2025-03-09,WH-DEL,West,28,7,5,5,25.0,17.86,17.86
2025-03-09,WH-HYD,Central,16,3,4,2,18.75,25.0,12.5
2025-03-09,WH-HYD,East,13,5,3,1,38.46,23.08,7.69
2025-03-09,WH-HYD,North,21,6,2,6,28.57,9.52,28.57
2025-03-09,WH-HYD,South,19,2,6,4,10.53,31.58,21.05
2025-03-09,WH-HYD,West,18,5,5,2,27.78,27.78,11.11
2025-03-09,WH-MUM,Central,23,2,9,3,8.7,39.13,13.04
2025-03-09,WH-MUM,East,24,3,3,5,12.5,12.5,20.83
2025-03-09,WH-MUM,North,13,2,1,3,15.38,7.69,23.08
2025-03-09,WH-MUM,South,23,3,8,5,13.04,34.78,21.74
2025-03-09,WH-MUM,West,17,7,2,5,41.18,11.76,29.41
2025-03-10,WH-BLR,Central,15,4,5,3,26.67,33.33,20.0
2025-03-10,WH-BLR,East,25,8,5,5,32.0,20.0,20.0
2025-03-10,WH-BLR,North,22,4,5,5,18.18,22.73,22.73
2025-03-10,WH-BLR,South,19,4,4,5,21.05,21.05,26.32
2025-03-10,WH-BLR,West,20,1,7,5,5.0,35.0,25.0
2025-03-10,WH-CHE,Central,21,5,2,4,23.81,9.52,19.05
2025-03-10,WH-CHE,East,18,6,2,4,33.33,11.11,22.22
2025-03-10,WH-CHE,North,22,7,4,5,31.82,18.18,22.73
2025-03-10,WH-CHE,South,27,5,3,6,18.52,11.11,22.22
2025-03-10,WH-CHE,West,12,2,3,2,16.67,25.0,16.67
2025-03-10,WH-DEL,Central,23,3,7,6,13.04,30.43,26.09
2025-03-10,WH-DEL,East,21,3,3,6,14.29,14.29,28.57
2025-03-10,WH-DEL,North,18,5,3,3,27.78,16.67,16.67
2025-03-10,WH-DEL,South,20,6,3,6,30.0,15.0,30.0
2025-03-10,WH-DEL,West,16,4,5,2,25.0,31.25,12.5
2025-03-10,WH-HYD,Central,18,4,3,4,22.22,16.67,22.22
2025-03-10,WH-HYD,East,18,4,7,2,22.22,38.89,11.11
2025-03-10,WH-HYD,North,24,5,3,5,20.83,12.5,20.83
2025-03-10,WH-HYD,South,15,4,4,4,26.67,26.67,26.67
2025-03-10,WH-HYD,West,15,2,2,4,13.33,13.33,26.67
2025-03-10,WH-MUM,Central,13,1,4,3,7.69,30.77,23.08
2025-03-10,WH-MUM,East,18,7,4,3,38.89,22.22,16.67
2025-03-10,WH-MUM,North,24,7,5,3,29.17,20.83,12.5
2025-03-10,WH-MUM,South,19,2,4,7,10.53,21.05,36.84
2025-03-10,WH-MUM,West,31,8,3,7,25.81,9.68,22.58
2025-03-11,WH-BLR,Central,25,3,3,4,12.0,12.0,16.0
2025-03-11,WH-BLR,East,22,5,4,3,22.73,18.18,13.64
2025-03-11,WH-BLR,North,13,1,2,5,7.69,15.38,38.46
2025-03-11,WH-BLR,South,24,5,3,4,20.83,12.5,16.67
2025-03-11,WH-BLR,West,22,4,7,7,18.18,31.82,31.82
2025-03-11,WH-CHE,Central,19,4,5,5,21.05,26.32,26.32
2025-03-11,WH-CHE,East,25,8,5,3,32.0,20.0,12.0
2025-03-11,WH-CHE,North,19,5,5,4,26.32,26.32,21.05
2025-03-11,WH-CHE,South,25,8,4,6,32.0,16.0,24.0
2025-03-11,WH-CHE,West,15,2,7,3,13.33,46.67,20.0
2025-03-11,WH-DEL,Central,20,1,7,3,5.0,35.0,15.0
2025-03-11,WH-DEL,East,23,3,4,4,13.04,17.39,17.39
2025-03-11,WH-DEL,North,22,5,6,3,22.73,27.27,13.64
2025-03-11,WH-DEL,South,26,4,5,5,15.38,19.23,19.23
2025-03-11,WH-DEL,West,26,4,6,8,15.38,23.08,30.77
2025-03-11,WH-HYD,Central,21,6,1,5,28.57,4.76,23.81
2025-03-11,WH-HYD,East,23,7,2,4,30.43,8.7,17.39
2025-03-11,WH-HYD,North,24,8,3,3,33.33,12.5,12.5
2025-03-11,WH-HYD,South,23,6,5,6,26.09,21.74,26.09
2025-03-11,WH-HYD,West,25,8,5,3,32.0,20.0,12.0
2025-03-11,WH-MUM,Central,18,5,1,5,27.78,5.56,27.78
2025-03-11,WH-MUM,East,16,4,4,1,25.0,25.0,6.25
2025-03-11,WH-MUM,North,16,6,1,4,37.5,6.25,25.0
2025-03-11,WH-MUM,South,25,7,7,2,28.0,28.0,8.0
2025-03-11,WH-MUM,West,22,7,6,2,31.82,27.27,9.09
2025-03-12,WH-BLR,Central,19,5,4,5,26.32,21.05,26.32
2025-03-12,WH-BLR,East,21,3,5,3,14.29,23.81,14.29
2025-03-12,WH-BLR,North,17,6,3,2,35.29,17.65,11.76
2025-03-12,WH-BLR,South,11,2,3,1,18.18,27.27,9.09
2025-03-12,WH-BLR,West,14,3,5,1,21.43,35.71,7.14
2025-03-12,WH-CHE,Central,33,5,11,5,15.15,33.33,15.15
2025-03-12,WH-CHE,East,15,4,3,3,26.67,20.0,20.0
2025-03-12,WH-CHE,North,17,4,3,3,23.53,17.65,17.65
2025-03-12,WH-CHE,South,17,4,5,3,23.53,29.41,17.65
2025-03-12,WH-CHE,West,17,2,6,6,11.76,35.29,35.29
2025-03-12,WH-DEL,Central,17,3,3,4,17.65,17.65,23.53
2025-03-12,WH-DEL,East,23,5,3,5,21.74,13.04,21.74
2025-03-12,WH-DEL,North,19,4,3,4,21.05,15.79,21.05
2025-03-12,WH-DEL,South,18,5,2,2,27.78,11.11,11.11
2025-03-12,WH-DEL,West,19,5,6,3,26.32,31.58,15.79
2025-03-12,WH-HYD,Central,16,3,1,3,18.75,6.25,18.75
2025-03-12,WH-HYD,East,18,3,4,2,16.67,22.22,11.11
2025-03-12,WH-HYD,North,17,2,3,6,11.76,17.65,35.29
2025-03-12,WH-HYD,South,19,2,4,1,10.53,21.05,5.26
2025-03-12,WH-HYD,West,23,4,3,6,17.39,13.04,26.09
2025-03-12,WH-MUM,Central,21,4,6,4,19.05,28.57,19.05
2025-03-12,WH-MUM,East,21,5,6,5,23.81,28.57,23.81
2025-03-12,WH-MUM,North,17,2,3,5,11.76,17.65,29.41
2025-03-12,WH-MUM,South,22,6,1,5,27.27,4.55,22.73
2025-03-12,WH-MUM,West,14,4,2,2,28.57,14.29,14.29
2025-03-13,WH-BLR,Central,19,5,5,3,26.32,26.32,15.79
2025-03-13,WH-BLR,East,22,5,4,7,22.73,18.18,31.82
2025-03-13,WH-BLR,North,19,7,3,5,36.84,15.79,26.32
2025-03-13,WH-BLR,South,22,5,4,5,22.73,18.18,22.73
2025-03-13,WH-BLR,West,15,3,0,2,20.0,0.0,13.33
2025-03-13,WH-CHE,Central,15,1,5,1,6.67,33.33,6.67
2025-03-13,WH-CHE,East,22,5,5,4,22.73,22.73,18.18
2025-03-13,WH-CHE,North,22,6,4,5,27.27,18.18,22.73
2025-03-13,WH-CHE,South,18,4,4,5,22.22,22.22,27.78
2025-03-13,WH-CHE,West,22,2,7,2,9.09,31.82,9.09
2025-03-13,WH-DEL,Central,23,3,5,4,13.04,21.74,17.39
2025-03-13,WH-DEL,East,12,1,1,3,8.33,8.33,25.0
2025-03-13,WH-DEL,North,19,4,2,4,21.05,10.53,21.05
2025-03-13,WH-DEL,South,18,4,3,4,22.22,16.67,22.22
2025-03-13,WH-DEL,West,10,1,2,1,10.0,20.0,10.0
2025-03-13,WH-HYD,Central,20,2,3,4,10.0,15.0,20.0
2025-03-13,WH-HYD,East,18,4,5,4,22.22,27.78,22.22
2025-03-13,WH-HYD,North,18,3,3,5,16.67,16.67,27.78
2025-03-13,WH-HYD,South,18,5,4,1,27.78,22.22,5.56
2025-03-13,WH-HYD,West,14,7,2,2,50.0,14.29,14.29
2025-03-13,WH-MUM,Central,18,5,1,3,27.78,5.56,16.67
2025-03-13,WH-MUM,East,15,3,3,1,20.0,20.0,6.67
2025-03-13,WH-MUM,North,23,4,5,3,17.39,21.74,13.04
2025-03-13,WH-MUM,South,12,2,3,1,16.67,25.0,8.33
2025-03-13,WH-MUM,West,20,3,3,7,15.0,15.0,35.0
2025-03-14,WH-BLR,Central,22,4,2,8,18.18,9.09,36.36
2025-03-14,WH-BLR,East,20,2,4,2,10.0,20.0,10.0
2025-03-14,WH-BLR,North,21,4,5,6,19.05,23.81,28.57
2025-03-14,WH-BLR,South,12,3,2,2,25.0,16.67,16.67
2025-03-14,WH-BLR,West,22,3,3,2,13.64,13.64,9.09
2025-03-14,WH-CHE,Central,13,2,1,3,15.38,7.69,23.08
2025-03-14,WH-CHE,East,9,0,2,4,0.0,22.22,44.44
2025-03-14,WH-CHE,North,19,2,3,4,10.53,15.79,21.05
2025-03-14,WH-CHE,South,22,7,6,1,31.82,27.27,4.55
2025-03-14,WH-CHE,West,23,2,3,6,8.7,13.04,26.09
2025-03-14,WH-DEL,Central,15,2,5,2,13.33,33.33,13.33
2025-03-14,WH-DEL,East,16,6,3,1,37.5,18.75,6.25
2025-03-14,WH-DEL,North,17,5,1,3,29.41,5.88,17.65
2025-03-14,WH-DEL,South,17,4,1,3,23.53,5.88,17.65
2025-03-14,WH-DEL,West,16,1,3,3,6.25,18.75,18.75
2025-03-14,WH-HYD,Central,10,2,0,2,20.0,0.0,20.0
2025-03-14,WH-HYD,East,19,1,5,4,5.26,26.32,21.05
2025-03-14,WH-HYD,North,19,2,3,3,10.53,15.79,15.79
2025-03-14,WH-HYD,South,18,2,0,3,11.11,0.0,16.67
2025-03-14,WH-HYD,West,26,4,10,3,15.38,38.46,11.54
2025-03-14,WH-MUM,Central,25,10,4,4,40.0,16.0,16.0
2025-03-14,WH-MUM,East,18,1,4,7,5.56,22.22,38.89
2025-03-14,WH-MUM,North,17,2,3,5,11.76,17.65,29.41
2025-03-14,WH-MUM,South,15,2,4,5,13.33,26.67,33.33
2025-03-14,WH-MUM,West,25,3,4,8,12.0,16.0,32.0
2025-03-15,WH-BLR,Central,19,1,5,4,5.26,26.32,21.05
2025-03-15,WH-BLR,East,23,6,7,2,26.09,30.43,8.7
2025-03-15,WH-BLR,North,13,1,3,4,7.69,23.08,30.77
2025-03-15,WH-BLR,South,26,7,4,3,26.92,15.38,11.54
2025-03-15,WH-BLR,West,18,6,4,3,33.33,22.22,16.67
2025-03-15,WH-CHE,Central,16,6,2,3,37.5,12.5,18.75
2025-03-15,WH-CHE,East,17,4,5,1,23.53,29.41,5.88
2025-03-15,WH-CHE,North,21,5,4,7,23.81,19.05,33.33
2025-03-15,WH-CHE,South,25,6,4,8,24.0,16.0,32.0
2025-03-15,WH-CHE,West,23,4,6,4,17.39,26.09,17.39
2025-03-15,WH-DEL,Central,15,2,3,3,13.33,20.0,20.0
2025-03-15,WH-DEL,East,30,5,7,6,16.67,23.33,20.0
2025-03-15,WH-DEL,North,24,5,2,8,20.83,8.33,33.33
2025-03-15,WH-DEL,South,19,4,7,3,21.05,36.84,15.79
2025-03-15,WH-DEL,West,25,5,6,3,20.0,24.0,12.0
2025-03-15,WH-HYD,Central,19,4,4,3,21.05,21.05,15.79
2025-03-15,WH-HYD,East,18,7,2,3,38.89,11.11,16.67
2025-03-15,WH-HYD,North,16,2,2,4,12.5,12.5,25.0
2025-03-15,WH-HYD,South,16,5,3,2,31.25,18.75,12.5
2025-03-15,WH-HYD,West,9,0,2,5,0.0,22.22,55.56
2025-03-15,WH-MUM,Central,20,5,2,5,25.0,10.0,25.0
2025-03-15,WH-MUM,East,19,3,7,3,15.79,36.84,15.79
2025-03-15,WH-MUM,North,17,2,6,6,11.76,35.29,35.29
2025-03-15,WH-MUM,South,21,1,4,6,4.76,19.05,28.57
2025-03-15,WH-MUM,West,24,6,8,1,25.0,33.33,4.17
2025-03-16,WH-BLR,Central,20,4,7,2,20.0,35.0,10.0
2025-03-16,WH-BLR,East,20,4,7,4,20.0,35.0,20.0
2025-03-16,WH-BLR,North,15,4,2,4,26.67,13.33,26.67
2025-03-16,WH-BLR,South,22,4,6,3,18.18,27.27,13.64
2025-03-16,WH-BLR,West,22,2,3,9,9.09,13.64,40.91
2025-03-16,WH-CHE,Central,24,6,6,3,25.0,25.0,12.5
2025-03-16,WH-CHE,East,22,5,3,4,22.73,13.64,18.18
2025-03-16,WH-CHE,North,12,0,2,1,0.0,16.67,8.33
2025-03-16,WH-CHE,South,14,1,5,4,7.14,35.71,28.57
2025-03-16,WH-CHE,West,20,3,4,3,15.0,20.0,15.0
2025-03-16,WH-DEL,Central,14,2,4,4,14.29,28.57,28.57
2025-03-16,WH-DEL,East,22,8,6,1,36.36,27.27,4.55
2025-03-16,WH-DEL,North,19,6,4,3,31.58,21.05,15.79
2025-03-16,WH-DEL,South,16,1,3,4,6.25,18.75,25.0
2025-03-16,WH-DEL,West,18,3,2,4,16.67,11.11,22.22
2025-03-16,WH-HYD,Central,18,1,3,3,5.56,16.67,16.67
2025-03-16,WH-HYD,East,19,3,1,6,15.79,5.26,31.58
2025-03-16,WH-HYD,North,17,4,3,2,23.53,17.65,11.76
2025-03-16,WH-HYD,South,18,5,1,1,27.78,5.56,5.56
2025-03-16,WH-HYD,West,16,2,1,7,12.5,6.25,43.75
2025-03-16,WH-MUM,Central,18,2,0,5,11.11,0.0,27.78
2025-03-16,WH-MUM,East,14,2,5,3,14.29,35.71,21.43
2025-03-16,WH-MUM,North,18,3,3,3,16.67,16.67,16.67
2025-03-16,WH-MUM,South,15,3,3,4,20.0,20.0,26.67
2025-03-16,WH-MUM,West,18,4,2,4,22.22,11.11,22.22
2025-03-17,WH-BLR,Central,16,1,1,4,6.25,6.25,25.0
2025-03-17,WH-BLR,East,14,1,3,4,7.14,21.43,28.57
2025-03-17,WH-BLR,North,21,6,4,3,28.57,19.05,14.29
2025-03-17,WH-BLR,South,18,4,4,7,22.22,22.22,38.89
2025-03-17,WH-BLR,West,16,1,4,4,6.25,25.0,25.0
2025-03-17,WH-CHE,Central,19,2,3,2,10.53,15.79,10.53
2025-03-17,WH-CHE,East,11,2,4,2,18.18,36.36,18.18
2025-03-17,WH-CHE,North,19,5,6,2,26.32,31.58,10.53
2025-03-17,WH-CHE,South,19,3,4,3,15.79,21.05,15.79
2025-03-17,WH-CHE,West,21,0,6,5,0.0,28.57,23.81
2025-03-17,WH-DEL,Central,15,2,4,3,13.33,26.67,20.0
2025-03-17,WH-DEL,East,16,1,5,5,6.25,31.25,31.25
2025-03-17,WH-DEL,North,11,4,2,1,36.36,18.18,9.09
2025-03-17,WH-DEL,South,24,6,6,3,25.0,25.0,12.5
2025-03-17,WH-DEL,West,14,1,4,4,7.14,28.57,28.57
2025-03-17,WH-HYD,Central,17,2,3,4,11.76,17.65,23.53
2025-03-17,WH-HYD,East,14,3,3,3,21.43,21.43,21.43
2025-03-17,WH-HYD,North,11,0,2,4,0.0,18.18,36.36
2025-03-17,WH-HYD,South,19,3,2,3,15.79,10.53,15.79
2025-03-17,WH-HYD,West,19,5,5,2,26.32,26.32,10.53
2025-03-17,WH-MUM,Central,20,2,5,5,10.0,25.0,25.0
2025-03-17,WH-MUM,East,13,4,3,2,30.77,23.08,15.38
2025-03-17,WH-MUM,North,21,4,4,8,19.05,19.05,38.1
2025-03-17,WH-MUM,South,21,4,3,5,19.05,14.29,23.81
2025-03-17,WH-MUM,West,10,3,2,1,30.0,20.0,10.0
2025-03-18,WH-BLR,Central,20,3,2,4,15.0,10.0,20.0
2025-03-18,WH-BLR,East,17,2,3,7,11.76,17.65,41.18
2025-03-18,WH-BLR,North,22,3,4,4,13.64,18.18,18.18
2025-03-18,WH-BLR,South,11,2,1,1,18.18,9.09,9.09
2025-03-18,WH-BLR,West,20,3,4,2,15.0,20.0,10.0
2025-03-18,WH-CHE,Central,20,4,3,2,20.0,15.0,10.0
2025-03-18,WH-CHE,East,20,3,4,2,15.0,20.0,10.0
2025-03-18,WH-CHE,North,14,2,1,4,14.29,7.14,28.57
2025-03-18,WH-CHE,South,18,1,4,8,5.56,22.22,44.44
2025-03-18,WH-CHE,West,16,3,1,5,18.75,6.25,31.25
2025-03-18,WH-DEL,Central,25,5,2,11,20.0,8.0,44.0
2025-03-18,WH-DEL,East,18,4,6,1,22.22,33.33,5.56
2025-03-18,WH-DEL,North,20,2,5,3,10.0,25.0,15.0
2025-03-18,WH-DEL,South,23,5,2,8,21.74,8.7,34.78
2025-03-18,WH-DEL,West,14,4,4,4,28.57,28.57,28.57
2025-03-18,WH-HYD,Central,13,3,1,4,23.08,7.69,30.77
2025-03-18,WH-HYD,East,20,3,4,7,15.0,20.0,35.0
2025-03-18,WH-HYD,North,15,2,5,3,13.33,33.33,20.0
